IDEvento;DSEvento
2014;LICEN/BARRAGENS RESUMO EXECUT REVISÃO PERIODICA ACEITO
2015;LICEN/BARRAGENS RESUMO EXECUT REVISÃO PERIODICA NÃO ACEITO
2016;LICEN/BARRAGENS DECLAR CONDIÇÃO ESTABILIDADE PROTOC
2017;LICEN/BARRAGENS DECLAR COND ESTABILIDADE ACEITA PUBL
2018;LICEN/BARRAGENS DECLAR COND ESTABIL NÃO ACEITA PUBL
2019;CONC LAV/BARRAGENS EXIGÊNCIA PUBL
2020;CONC LAV/BARRAGENS CUMPRIMENTO DE EXIGÊNCIA PROTOC
2021;CONC LAV/BARRAGENS PRORROG PRAZO EXIGÊNCIA PROTOC
2022;CONC LAV/BARRAGENS PRORROG PRAZO EXIGÊNCIA NEGADA PUBL
2023;CONC LAV/BARRAGENS PRORROG PRAZO EXIGÊNCIA CONCEDIDO PUBL
2024;REQ LAV/BARRAGENS EXIGÊNCIA PUBL
2025;REQ LAV/BARRAGENS CUMPRIMENTO DE EXIGÊNCIA PROTOC
2026;REQ LAV/BARRAGENS PRORROG PRAZO EXIGÊNCIA PROTOC
2027;REQ LAV/BARRAGENS PRORROG PRAZO EXIGÊNCIA NEGADA PUBL
2028;REQ LAV/BARRAGENS PRORROG PRAZO EXIGÊNCIA CONCEDIDO PUBL
2029;LICEN/BARRAGENS EXIGÊNCIA PUBL
2030;LICEN/BARRAGENS CUMPRIMENTO DE EXIGÊNCIA PROTOC
2031;REQ PLG/TORNA S/EFEITO DESPACHO PUBL
2032;LICEN/BARRAGENS PRORROG PRAZO EXIGÊNCIA PROTOC
2033;LICEN/BARRAGENS PRORROG PRAZO EXIGÊNCIA NEGADA PUBL
2034;LICEN/BARRAGENS PRORROG PRAZO EXIGÊNCIA CONCEDIDO PUBL
2035;REQ PESQ/LEI SNUC-INDEF P/INTERF ÁREA AMBIENTAL PUBL
2036;REQ LICEN/LEI SNUC-INDEF P/INTERF ÁREA AMBIENTAL PUBL
2037;REQ PLG/LEI SNUC-INDEF P/INTERF ÁREA AMBIENTAL PUBL
2038;REQ EXT/LEI SNUC-INDEF P/INTERF ÁREA AMBIENTAL PUBL
2039;REQ LAV/LEI DO SNUC-INDEF REQ LAVRA P/INTERF ÁREA AMB PUBL
2040;REQ LAV/LEI SNUC-OFÍCIO P/DEFESA INDEF REQ LAVRA PUBL
2041;AUT PESQ/LEI SNUC-OFÍCIO P/DEFESA DECAIMENTO ALV PESQ PUBL
2042;AUT PESQ/LEI SNUC-INST PROC ADM DECAIMENTO ALV PESQUISA PUBL
2043;AUT PESQ/LEI SNUC-ARQUIV PROC ADM DECAIMENTO ALV PESQ PUBL
2044;AUT PESQ/LEI SNUC-DECLARAÇÃO DECAIMENTO ALV PESQUISA PUBL
2045;AUT PESQ/LEI SNUC-OFÍCIO P/DEFESA ARQUIV REL PESQUISA PUBL
2046;AUT PESQ/LEI SNUC-INST PROC ADM ARQUIV REL PESQUISA PUBL
2047;AUT PESQ/LEI SNUC-ARQUIV PROC ADM ARQUIV REL PESQUISA PUBL
2048;AUT PESQ/LEI SNUC-REL PESQ ARQUIVADO P/INTERF ÁREA AMB PUBL
2049;CONC LAV/LEI SNUC-OFÍCIO P/DEFESA DECAIMENTO CONC LAVRA PUBL
2050;CONC LAV/LEI SNUC-INST PROC ADM DECAIMENTO CONC LAVRA PUBL
2051;CONC LAV/LEI SNUC-ARQUIV PROC ADM DECAIMENTO CONC LAVRA PUBL
2052;CONC LAV/LEI SNUC-PORTARIA DECAIMENTO CONC LAVRA ANM PUBL
2053;LICEN/LEI SNUC-OFÍCIO P/DEFESA DECAIMENTO REG LICENÇA PUBL
2054;LICEN/LEI SNUC-INST PROC ADM DECAIMENTO REG LICENÇA PUBL
2055;LICEN/LEI SNUC-ARQUIV PROC ADM DECAIMENTO REG LICENÇA PUBL
2056;LICEN/LEI SNUC-DECLARAÇÃO DECAIMENTO REGISTRO LICENÇA PUBL
2057;PLG/LEI SNUC-OFÍCIO P/DEFESA DECAIMENTO PLG PUBL
2058;PLG/LEI SNUC-INST PROC ADM DECAIMENTO PLG PUBL
2059;PLG/LEI SNUC-ARQUIV PROC ADM DECAIMENTO PLG PUBL
2060;PLG/LEI SNUC-DECLARAÇÃO DECAIMENTO PLG PUBL
2061;REG EXT/LEI SNUC-OFÍCIO P/DEFESA DECAIMENTO REG EXTR PUBL
2062;REG EXT/LEI SNUC-INST PROC ADM DECAIMENTO REG EXTRAÇÃO PUBL
2063;REG EXT/LEI SNUC-ARQUIV PROC ADM DECAIMENTO REG EXTR PUBL
2064;REG EXT/LEI SNUC-DECLARAÇÃO DECAIMENTO REG EXTRAÇÃO PUBL
2065;PROTESTO JUDICIAL
2066;REQ PLG/OPÇÃO REGIME AUTORIZAÇÃO PESQ AUTORIZADA PUBL
2067;AUT PESQ/OPÇÃO REGIME PERM LAVRA GARIMPEIRA AUTORIZADA PUBL
2068;AUT PESQ/DECLARAÇÃO CADUCIDADE ALVARÁ PESQUISA PUBL
2069;REQ PLG/DESPACHO DIVERSO PUBL
2070;TRANSF DIREITOS - INCORPORAÇÃO ANULADA PUBL
2071;CONC LAV/ARRENDAMENTO ARQUIVAMENTO PROCESSO PUBL
2072;CONC LAV/BARRAGENS EXIGENCIA AÇÃO EMERGENCIAL PUBL
2073;REQ LAV/RECURSO PROTOC
2074;REQ LAV/RECURSO PROVIDO PUBL
2075;REQ LAV/RECURSO NEGADO PUBL
2076;REQ LICEN/OPÇÃO REGIME EXIGÊNCIA PUBL
2077;LICEN/OPÇÃO REGIME EXIGÊNCIA PUBL
2078;REQ PLG/OPÇÃO REGIME EXIGÊNCIA PUBL
2079;PLG/OPÇÃO REGIME EXIGÊNCIA PUBL
2080;REQ PLG/OPÇÃO REGIME PRORROGAÇÃO EXIGÊNCIA PROTOC
2081;REQ PLG/OPÇÃO REGIME PRORROGAÇÃO EXIGÊNCIA AUTORIZADA PUBL
2082;REQ PLG/OPÇÃO REGIME PRORROGAÇÃO EXIGÊNCIA NEGADA PUBL
2083;PLG/OPÇÃO REGIME PRORROGAÇÃO EXIGÊNCIA PROTOC
2084;PLG/OPÇÃO REGIME PRORROGAÇÃO EXIGÊNCIA AUTORIZADA PUBL
2085;PLG/OPÇÃO REGIME PRORROGAÇÃO EXIGÊNCIA NEGADA PUBL
2086;DISPONIB/JULGAMENTO HABILITAÇÃO PROPONENTE HABILITADO PUBL
2087;DISPONIB/JULGAMENTO HABILITAÇÃO PROPONENTE INABILITADO PUBL
2088;DISPONIB/JULGAMENTO PROPOSTAS - ORDEM CLASSIFICAÇÃO PUBL
2089;CONC LAV/BARRAGENS PROTOC ENTR PAEBM DEFESA CIVIL PROTOC
2090;CONC LAV/BARRAGENS PROTOC ENTR PAEBM PREFEITURAS PROTOC
2091;LICEN/BARRAGENS PROTOC ENTR PAEBM DEFESA CIVIL PROTOC
2092;LICEN/BARRAGENS PROTOC ENTR PAEBM PREFEITURAS PROTOC
2093;PLG/BARRAGENS PROTOC ENTR PAEBM DEFESA CIVIL PROTOC
2094;PLG/BARRAGENS PROTOC ENTR PAEBM PREFEITURAS PROTOC
2095;REQ LICEN/INDEFERIMENTO COM ONERAÇÃO PUBL
2096;REQ LICEN/INDEFERIMENTO SEM ONERAÇÃO PUBL
2097;CONC LAV/ARRENDAMENTO - DISTRATO PROTOC
2098;CONC LAV/ARRENDAMENTO - DISTRATO ACEITO
2099;CONC LAV/ARRENDAMENTO - DISTRATO NÃO ACEITO
2100;TERMO DE COMPROMISSO GERADO
2101;REQ PESQ/TERMO DE COMPROMISSO ASSINADO
2102;REQ PESQ/INDEFERIMENTO ÁREA BLOQUEADA - RENCA PUBL
2103;REQ LICEN/INDEFERIMENTO ÁREA BLOQUEADA - RENCA PUBL
2104;REQ PLG/INDEFERIMENTO ÁREA BLOQUEADA - RENCA PUBL
2105;REQ PESQ/ARQUIVAMENTO PROCESSO PUBL - ÁREA ONERADA
2106;REQ LAV/EXIGÊNCIA LICENÇA AMBIENTAL PUBL
2107;REQ LAV/LICENÇA AMBIENTAL-COMPROVANTE §4º ART 31 RCM PROTOC
2108;DISPONIB/INDEFERIMENTO P/NÃO CUMPRIMENTO DE INTIMAÇÃO PUBL
2109;AUT PESQ/RELATÓRIO SOBREST §2º ART 30 CM-P/EDITAL LAVRA PUBL
2110;REQ PESQ/TORNA S/EFEITO HOMOLOG DESIST PUBL-VÍCIO LEGALIDADE
2111;REQ PLG/PROTOCOLO ÓRGÃO AMBIENTAL PROTOC
2112;REQ PLG/EXIGÊNCIA OPÇÃO DE ÁREA REMANESCENTE PUBL
2113;REQ PLG/EXIGÊNCIA P/APRESENTAR LICENÇA AMBIENTAL PUBL
2114;AUT PESQ/TORNA S/EFEITO HOMOL RENÚNCIA PUBL-VÍCIO LEGALIDADE
2115;REQUERIMENTO DE ÁREA DE BLOQUEIO PROTOC
2116;AUT PESQ/BAIXA TRANSCRIÇÃO ALVARÁ - LIBERADA PARA EDITAL
2117;PLG/BAIXA TRANSCRIÇÃO PLG - LIBERADA PARA EDITAL
2118;LICEN/BAIXA TRANSCRIÇÃO LICENCIAMENTO - LIBERADA PARA EDITAL
2119;AUT PESQ/CORREÇÃO DE FASE - ÁREA REQUERIMENTO PESQUISA
2120;REQ LAV/CORREÇÃO DE FASE - ÁREA CONCESSÃO DE LAVRA
2121;LICEN/OPÇÃO REGIME PRORROGAÇÃO EXIGÊNCIA AUTORIZADA PUBL
2122;LICEN/OPÇÃO REGIME PRORROGAÇÃO EXIGÊNCIA NEGADA PUBL
2123;LICEN/OPÇÃO REGIME PRORROGAÇÃO EXIGÊNCIA PROTOC
2124;REQ LICEN/OPÇÃO REGIME PRORROGAÇÃO EXIGÊNCIA AUTORIZADA PUBL
2125;REQ LICEN/OPÇÃO REGIME PRORROGAÇÃO EXIGÊNCIA NEGADA PUBL
2126;REQ LICEN/OPÇÃO REGIME PRORROGAÇÃO EXIGÊNCIA PROTOC
2127;CONC LAV/PLANO DE LAVRA PROTOC
2128;AUT PESQ/SUSPENSÃO JUDICIAL DO ALVARÁ DE PESQUISA
2129;AUT PESQ/SUSPENSÃO JUDICIAL DO ALVARÁ DE PESQUISA ENCERRADA
2130;CONC LAV/SUSPENSÃO JUDICIAL DA CONCESSÃO DE LAVRA
2131;CONC LAV/SUSPENSÃO JUDICIAL DA CONCESSÃO DE LAVRA ENCERRADA
2132;CONC LAV/PORTARIA CONCESSÃO DE LAVRA ANM PUBL
2133;CONC LAV/PORTARIA RETIFICAÇÃO CONCESSÃO LAVRA ANM PUBL
2134;CONC LAV/PORTARIA NULIDADE CONCESSÃO DE LAVRA ANM PUBL
2135;CONC LAV/PORTARIA CADUCIDADE CONCESSÃO LAVRA ANM PUBL
2137;CONC LAV/RETOMADA DOS TRABALHOS LAVRA AUTORIZADO PUBL
2138;CONC LAV/RETOMADA DOS TRABALHOS LAVRA COMUNICADO PROTOC
2139;REQ LAV/INDEFERIMENTO REQUERIMENTO LAVRA ANM PUBL
2140;CONC LAV/PORTARIA NULIDADE CONCESSÃO PUBL-VICIO COMPETENCIA
2141;CONC LAV/PORTARIA DESMEMBRADA EM OUTRAS ANM PUBL
2142;CONC LAV/PORTARIA DESMEMBRADA DE OUTRA ANM PUBL
2145;REG EXT/RAL AUTO DE INFRAÇÃO NÃO ENTREGA PUBL
2146;REG EXT/RAL TORNA S/EFEITO AUTO DE INFRAÇÃO PUBL
2147;REG EXT/RAL AUTO DE INFRAÇÃO DEFESA PROTOC
2148;REG EXT/RAL AUTO DE INFRAÇÃO ARQUIVADO PUBL
2149;REG EXT/RAL MULTA APLICADA PUBL
2150;REG EXT/RAL PAGAMENTO MULTA EFETUADO
2151;REG EXT/RAL TORNA S/EFEITO MULTA APLICADA PUBL
2152;REG EXT/RAL EXIGÊNCIA DE APRESENTAÇÃO PUBL
2153;REG EXT/RAL CUMPRIMENTO DE EXIGÊNCIA PROTOC
2154;REG EXT/RAL RETIFICADOR EXIGÊNCIA DE APRESENTAÇÃO PUBL
2155;REG EXT/RAL RETIFICADOR CUMPRIMENTO DE EXIGÊNCIA PROTOC
2156;REG EXT/RAL RECURSO MULTA PROTOC
2157;REG EXT/RAL RECURSO MULTA PROVIDO PUBL
2158;REG EXT/RAL RECURSO MULTA NEGADO PUBL
2159;REQ PESQ/DESISTÊNCIA PARCIAL REQ PESQ PROTOC
2160;REQ PESQ/DESISTÊNCIA PARCIAL REQ PESQ HOMOLOGADA PUBL
2161;AUT PESQ/RENÚNCIA PARCIAL AUTORIZAÇÃO PESQUISA PROTOC
2162;AUT PESQ/RENÚNCIA PARCIAL AUTORIZ PESQUISA HOMOLOGADA PUBL
2163;REQ LAV/DESISTÊNCIA PARCIAL REQ LAV PROTOC
2164;REQ LAV/DESISTÊNCIA PARCIAL REQ LAV HOMOLOGADA PUBL
2165;CONC LAV/RENÚNCIA PARCIAL CONCESSÃO LAVRA PROTOC
2166;CONC LAV/RENÚNCIA PARCIAL CONCESSÃO LAVRA HOMOLOGADA PUBL
2167;REQ LICEN/DESISTÊNCIA PARCIAL REQ LICEN PROTOC
2168;REQ LICEN/DESISTÊNCIA PARCIAL REQ LICEN HOMOLOGADA PUBL
2169;LICEN/RENÚNCIA PARCIAL LICENCIAMENTO PROTOC
2170;LICEN/RENÚNCIA PARCIAL LICENCIAMENTO HOMOLOGADA PUBL
2171;REQ PLG/DESISTÊNCIA PARCIAL REQ PLG PROTOC
2172;REQ PLG/DESISTÊNCIA PARCIAL REQ PLG HOMOLOGADA PUBL
2173;PLG/RENÚNCIA PARCIAL PLG PROTOC
2174;PLG/RENÚNCIA PARCIAL PLG HOMOLOGADA PUBL
2175;AUT PESQ/LAUDO PARA CONSTITUIÇÃO SERVIDÃO APROVADO PUBL
2176;REQ LAV/LAUDO PARA CONSTITUIÇÃO SERVIDÃO APROVADO PUBL
2177;CONC LAV/LAUDO PARA CONSTITUIÇÃO SERVIDÃO APROVADO PUBL
2178;CONC LAV/AUTO DE INFRAÇÃO FISC CFEM APLICADA PUBL
2179;CONC LAV/MULTA FISC CFEM APLICADA PUBL
2180;LICEN/AUTO DE INFRAÇÃO FISC CFEM APLICADA PUBL
2181;CONC LAV/PORTARIA DE LAVRA CANCELADA P/DECISÃO JUDICIAL PUBL
2182;LICEN/MULTA FISC CFEM APLICADA PUBL
2183;PLG/AUTO DE INFRAÇÃO FISC CFEM APLICADA PUBL
2184;PLG/MULTA FISC CFEM APLICADA PUBL
2185;REG EXT/AUTO DE INFRAÇÃO FISC CFEM APLICADA PUBL
2186;REG EXT/MULTA FISC CFEM APLICADA PUBL
2187;AUT PESQ/LEI SNUC-INDEF PRORR ALVARÁ P/INTERF ÁREA AMB PUBL
2188;CONC LAV/COMUNICAÇÃO SOBRE RETIFICAÇÃO DE ÁREA PUBL
2189;AUT PESQ/COMUNICAÇÃO SOBRE RETIFICAÇÃO DE ÁREA PUBL
2190;REQ LAV/COMUNICAÇÃO SOBRE RETIFICAÇÃO DE ÁREA PUBL
2191;CONC LAV/ARRENDAMENTO - EXIGÊNCIA ARRENDATÁRIO PUBL
2192;CONC LAV/DECLARA ÁREA UTILIDADE PÚBLICA P/FINS SERVIDÃO PUBL
2193;AUT PESQ/LEI SNUC-TORNA S/EFEITO DECAIMENTO ALV PESQ PUBL
2194;REQ PESQ/INDEFERIMENTO DE PLANO ART 14 DECRETO 9.406 PUBL
2195;CONC LAV/TRANSF DIREITOS-CESSÃO DIREITOS CANCELADA ANM PUBL
2196;CONC LAV/TRANSF DIREITOS-CESSÃO PARC (DESMEMBR) APR ANM PUBL
2197;CONC LAV/TRANSF DIREITOS-CESSÃO PARC (DESMEMBR) NEG ANM PUBL
2198;CONC LAV/TRANSF DIREITOS-CESSÃO PARC (DESMEMBR) ANM EFETIV
2199;CONC LAV/TRANSF DIREITOS-CESSÃO TOTAL APROVADA ANM PUBL
2200;CONC LAV/TRANSF DIREITOS-CESSÃO TOTAL CADEIA SUCESS ANM PUBL
2201;CONC LAV/TRANSF DIREITOS-CESSÃO TOTAL NEGADA ANM PUBL
2202;CONC LAV/TRANSF DIREITOS-CESSÃO TOTAL ANM EFETIVADA
2203;DIR REQ LAV/DOCUMENTO DIVERSO PROTOC
2204;DIR REQ LAV/DENÚNCIA INVASÃO DA ÁREA PROTOC
2205;DIR REQ LAV/DEFESA PROTOC
2206;DIR REQ LAV/RECURSO PROTOC
2207;DIR REQ LAV/PRORROGAÇÃO PRAZO EXIGÊNCIA PROTOC
2208;DIR REQ LAV/CUMPRIMENTO EXIGÊNCIA PROTOC
2209;DIR REQ LAV/GUIA UTILIZAÇÃO REQUERIMENTO PROTOC
2210;DIR REQ LAV/PRORROGAÇÃO PRAZO REQUERIMENTO LAVRA PROTOC
2211;DIR REQ LAV/RAL ART PROTOC
2212;DIR REQ LAV/GUIA UTILIZAÇÃO DEVOLVIDA PROTOC
2213;DIR REQ LAV/TRANSF DIREITOS-CESSÃO PARCIAL PROTOC
2214;DIR REQ LAV/RECURSO AO MINISTRO PROTOC
2215;DIR REQ LAV/LICENÇA AMBIENTAL PROTOC
2216;DIR REQ LAV/RAL AUTO DE INFRAÇÃO DEFESA PROTOC
2217;DIR REQ LAV/RAL CUMPRIMENTO DE EXIGÊNCIA PROTOC
2218;DIR REQ LAV/RAL RETIFICADOR CUMPRIMENTO DE EXIGÊNCIA PROTOC
2219;DIR REQ LAV/RAL RECURSO MULTA PROTOC
2220;DIR REQ LAV/TRANSF DIREITOS-DISTRATO PROTOC
2221;DIR REQ LAV/SIGILO INFORMAÇÃO MINERÁRIA PROTOC
2222;DIR REQ LAV/TRANSF DIREITOS-CESSÃO TOTAL PROTOC
2223;DIR REQ LAV/DESISTÊNCIA DIREITO REQUERER LAVRA PROTOC
2224;DIR REQ LAV/EXIGÊNCIA PUBL
2225;DIR REQ LAV/PRORROGAÇÃO PRAZO EXIGÊNCIA CONCEDIDA PUBL
2226;DIR REQ LAV/PRORROGAÇÃO PRAZO EXIGÊNCIA NEGADA PUBL
2227;DIR REQ LAV/DEFESA ACEITA PUBL
2228;DIR REQ LAV/DEFESA NÃO ACEITA PUBL
2229;DIR REQ LAV/DENÚNCIA CONTRA TITULAR DA ÁREA PROTOC
2230;DIR REQ LAV/DESISTÊNCIA DIR REQUERER LAVRA HOMOLOGADA PUBL
2231;DIR REQ LAV/DESISTÊNCIA PARCIAL DIR REQ LAV HOMOLOGADA PUBL
2232;DIR REQ LAV/DESISTÊNCIA PARCIAL DIR REQ LAV PROTOC
2233;DIR REQ LAV/NÃO CONHECE REQUERIMENTO PUBL
2234;DIR REQ LAV/DESPACHO DIVERSO PUBL
2235;DIR REQ LAV/ÁREA DISPONIBILIDADE PARA LAVRA - EDITAL PUBL
2236;DIR REQ LAV/GUIA UTILIZAÇÃO RENOVAÇÃO PROTOC
2237;DIR REQ LAV/GUIA UTILIZAÇÃO AUTORIZADA PUBL
2238;DIR REQ LAV/GUIA UTILIZAÇÃO CANCELADA PUBL
2239;DIR REQ LAV/GUIA UTILIZAÇÃO INDEFERIDA PUBL
2240;DIR REQ LAV/INTERDIÇÃO DA LAVRA APLICADA
2241;DIR REQ LAV/LICENÇA AMBIENTAL INSTALAÇÃO PROTOC
2242;DIR REQ LAV/LICENÇA AMBIENTAL OPERAÇÃO PROTOC
2243;DIR REQ LAV/PRORROGAÇÃO PRAZO REQUERIMENTO LAVRA 01 ANO PUBL
2244;DIR REQ LAV/PRORROGAÇÃO PRAZO REQUERIMENTO LAVRA NEGADA PUBL
2245;DIR REQ LAV/RECURSO AO MINISTRO NEGADO PUBL
2246;DIR REQ LAV/RECURSO AO MINISTRO PROVIDO PUBL
2247;DIR REQ LAV/RECURSO NEGADO PUBL
2248;DIR REQ LAV/RECURSO PROVIDO PUBL
2249;DIR REQ LAV/REGIME COMPARTILHADO - LICEN
2250;DIR REQ LAV/RETIFICAÇÃO DE DESPACHO PUBL
2251;DIR REQ LAV/TORNA S/EFEITO DESPACHO PUBL
2252;DIR REQ LAV/TRANSF DIREITOS-CANCELAMENTO SOLICITAÇÃO PROTOC
2253;DIR REQ LAV/TRANSF DIREITOS-CESSÃO DIREITOS CANCELADA PUBL
2254;DIR REQ LAV/TRANSF DIREITOS-CESSÃO PARCIAL ANULADA PUBL
2255;DIR REQ LAV/TRANSF DIREITOS-CESSÃO PARCIAL APROVADA PUBL
2256;DIR REQ LAV/TRANSF DIREITOS-CESSÃO PARCIAL EFETIVADA
2257;DIR REQ LAV/TRANSF DIREITOS-CESSÃO PARCIAL NEGADA PUBL
2258;DIR REQ LAV/TRANSF DIREITOS-CESSÃO TOTAL ANULADA PUBL
2259;DIR REQ LAV/TRANSF DIREITOS-CESSÃO TOTAL APROVADA PUBL
2260;DIR REQ LAV/TRANSF DIREITOS-CESSÃO TOTAL EFETIVADA
2261;DIR REQ LAV/TRANSF DIREITOS-CESSÃO TOTAL NEGADA PUBL
2262;DIR REQ LAV/CORREÇÃO DE FASE - ÁREA REQUERIMENTO LAVRA
2263;DIR REQ LAV/TORNA S/EFEITO ARQUIVAMENTO PROCESSO PUBL
2264;DIR REQ LAV/TORNA S/EFEITO DESPACHO APROVAÇÃO RELATÓRIO PUBL
2265;DIR REQ LAV/TORNA S/EFEITO EXIGÊNCIA PUBL
2266;DIR REQ LAV/BOLETIM LAMIN PROTOC
2267;DIR REQ LAV/SOLICITAÇÃO ESTUDO IN LOCO (LAMIN) PROTOC
2268;DIR REQ LAV/CORREÇÃO DE FASE - ÁREA AUTORIZAÇÃO PESQUISA
2269;REQ PESQ/SOLICITAÇÃO ESTUDO IN LOCO (LAMIN) PROTOC
2270;REQ LAV/SOLICITAÇÃO ESTUDO IN LOCO (LAMIN) PROTOC
2271;REQ PESQ/BOLETIM LAMIN PROTOC
2272;REQ LAV/BOLETIM LAMIN PROTOC
2273;DIR REQ LAV/RETIFICAÇÃO ÁREA RELATÓRIO FINAL APROVADO PUBL
2274;DIR REQ LAV/RETIFICAÇÃO ÁREA RELATÓRIO FINAL APROVADO PROTOC
2275;APTO DISP/ÁREA APTA PARA DISPONIBILIDADE
2276;AUT PESQ/CORREÇÃO DE FASE - ÁREA DIREITO REQUERER A LAVRA
2277;DISPONIB/CUMPRIMENTO DE INTIMAÇÃO PROTOC
2278;DIR REQ LAV/ASSENTIMENTO CDN AUTORIZADO
2279;DIR REQ LAV/ASSENTIMENTO CDN NEGADO
2280;DIR REQ LAV/ASSENTIMENTO CDN SOLICITAÇÃO PROTOC
2281;DIR REQ LAV/VISTORIA LAVRA NÃO AUTORIZADA
2282;DIR REQ LAV/AUTO ADVERTÊNCIA PUBL
2283;DIR REQ LAV/ADVERTÊNCIA APLICADA PUBL
2284;DIR REQ LAV/AUTO INFRAÇÃO PUBL
2285;DIR REQ LAV/MULTA APLICADA PUBL
2286;DIR REQ LAV/TORNA S/EFEITO AUTO INFRAÇÃO PUBL
2287;DIR REQ LAV/AUTO INFRAÇÃO ARQUIVADO PUBL
2288;DIR REQ LAV/TORNA S/EFEITO MULTA APLICADA PUBL
2289;DIR REQ LAV/ARQUIVAMENTO PROCESSO PUBL
2292;AUT PESQ/ANULA PUBLICAÇÃO ALVARÁ POR DUPLICIDADE PUBL
2293;DISPONIB/ABERTURA DE PROCESSO DECLARADO PRIORITÁRIO PROTOC
2294;DIR REQ LAV/REQU PROVENIENTE CESSÃO PARCIAL REL APROV PROTOC
2295;DIR REQ LAV/RAL RETIFICADOR EXIGÊNCIA DE APRESENTAÇÃO PUBL
2296;REQ LAV/TORNA S/EFEITO DESPACHO PUBL
2297;PLG/TORNA S/EFEITO DESPACHO PUBL
2298;REG EXT/TORNA S/EFEITO DESPACHO PUBL
2299;TORNA S/EFEITO DESPACHO PUBL
2300;AUT PESQ/BARRAGENS SOLICITA DESINTERDIÇÃO PROTOC
2301;AUT PESQ/BARRAGENS DESINTERDIÇÃO NEGADA PUBL
2302;AUT PESQ/BARRAGENS DESINTERDIÇÃO PUBL
2303;AUT PESQ/BARRAGENS INTERDIÇÃO PUBL
2304;DISPONIB/EDITAL OFERTA PÚBLICA PARA PLG PUBL
2305;DISPONIB/ÁREA DISPONIBILIDADE PARA LAVRA - EDITAL PUBL
2306;REQ PESQ/TORNA S/EFEITO DESPACHO INDEFERIMENTO- REPEM PUBL
2307;REQ PESQ/DECISÃO JUDICIAL PROTOC
2308;AUT PESQ/DECISÃO JUDICIAL PROTOC
2309;DIR REQ LAV/DECISÃO JUDICIAL PROTOC
2310;DISPONIB/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
2311;PLG/BARRAGENS CUMPRIMENTO DE EXIGÊNCIA PROTOC
2312;PLG/BARRAGENS PRORROG PRAZO EXIGÊNCIA PROTOC
2313;CONC LAV/BARRAGENS SOLICITA DESINTERDIÇÃO PROTOC
2314;LICEN/BARRAGENS SOLICITA DESINTERDIÇÃO PROTOC
2315;PLG/BARRAGENS SOLICITA DESINTERDIÇÃO PROTOC
2316;REQ LAV/BARRAGENS SOLICITA DESINTERDIÇÃO PROTOC
2317;REQ LAV/BARRAGENS PROTOC ENTR PAEBM DEFESA CIVIL PROTOC
2318;REQ LAV/BARRAGENS PROTOC ENTR PAEBM PREFEITURAS PROTOC
2319;REQ PESQ/ASSENTIMENTO CDN CASSADO
2320;REQ PLG/ASSENTIMENTO CDN CASSADO
2321;REQ EXT/ASSENTIMENTO CDN CASSADO
2322;AUT PESQ/GUIA UTILIZAÇÃO PRORROGAÇÃO PROTOC
2323;AUT PESQ/GUIA UTILIZAÇÃO PRORROGAÇÃO 01 ANO PUBL
2324;AUT PESQ/GUIA UTILIZAÇÃO PRORROGAÇÃO 02 ANOS PUBL
2325;AUT PESQ/GUIA UTILIZAÇÃO PRORROGAÇÃO 03 ANOS PUBL
2326;DIR REQ LAV/GUIA UTILIZAÇÃO PRORROGAÇÃO PROTOC
2327;DIR REQ LAV/GUIA UTILIZAÇÃO PRORROGAÇÃO 01 ANO PUBL
2328;DIR REQ LAV/GUIA UTILIZAÇÃO PRORROGAÇÃO 02 ANOS PUBL
2329;DIR REQ LAV/GUIA UTILIZAÇÃO PRORROGAÇÃO 03 ANOS PUBL
2330;REQ LAV/GUIA UTILIZAÇÃO PRORROGAÇÃO PROTOC
2331;REQ LAV/GUIA UTILIZAÇÃO PRORROGAÇÃO 01 ANO PUBL
2332;REQ LAV/GUIA UTILIZAÇÃO PRORROGAÇÃO 02 ANOS PUBL
2333;REQ LAV/GUIA UTILIZAÇÃO PRORROGAÇÃO 03 ANOS PUBL
2334;CONC LAV/GUIA UTILIZAÇÃO PRORROGAÇÃO PROTOC
2335;CONC LAV/GUIA UTILIZAÇÃO PRORROGAÇÃO 01 ANO PUBL
2336;CONC LAV/GUIA UTILIZAÇÃO PRORROGAÇÃO 02 ANOS PUBL
2337;CONC LAV/GUIA UTILIZAÇÃO PRORROGAÇÃO 03 ANOS PUBL
2338;DISPONIB/EDITAL OFERTA PÚBLICA PARA PESQUISA PUBL
2339;DISPONIB/EDITAL OFERTA PÚBLICA PARA LAVRA PUBL
2340;REQ PESQ/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
2341;AUT PESQ/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
2342;REQ LICEN/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
2343;LICEN/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
2344;REQ PLG/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
2345;PLG/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
2346;REQ EXT/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
2347;REG EXT/ÁREA DISPONIBILIDADE PARA PESQUISA - EDITAL PUBL
