DSProcesso;DSProcessoAssociado;IDTipoAssociacao;DTAssociacao;DTDesassociacao;OBAssociacao
300.352/2011;851.025/2016;8;2016-11-29;;*
300.353/2019;826.379/2022;8;2022-10-12;;*
300.354/2013;826.901/2013;8;2013-10-11;;*
300.355/2010;815.555/2024;8;2024-12-09;;*
300.356/2009;826.594/2010;8;2010-10-06;;*
300.357/2016;870.776/2021;8;2021-06-10;;*
300.357/2018;871.998/2024;8;2024-11-24;;*
300.357/2020;840.329/2021;8;2021-11-30;;*
300.358/2020;840.330/2021;8;2021-11-30;;*
300.358/2021;832.482/2024;8;2024-12-02;;*
300.359/2013;830.732/2014;8;2014-03-28;;*
300.359/2018;871.708/2022;8;2022-10-14;;*
300.361/2009;871.484/2016;8;2016-07-13;;*
300.361/2012;832.644/2013;8;2013-08-30;;*
300.362/2013;815.346/2022;8;2022-10-04;;*
300.362/2018;832.671/2024;8;2024-12-11;;*
300.363/2014;871.887/2024;8;2024-11-13;;*
300.363/2017;815.392/2022;8;2022-10-13;;*
300.364/2009;826.605/2010;8;2010-10-08;;*
300.364/2013;864.019/2016;8;2016-01-15;;*
300.364/2014;871.023/2015;8;2015-06-02;;*
300.364/2017;815.408/2022;8;2022-10-14;;*
300.366/2013;896.143/2016;8;2016-06-29;;*
300.367/2012;886.104/2014;8;2014-03-31;;*
300.367/2016;846.018/2019;8;2019-02-05;;*
300.367/2022;820.621/2024;8;2024-11-01;;*
300.370/2010;826.095/2014;8;2014-01-31;;*
300.370/2016;871.685/2022;8;2022-10-13;;*
300.371/2013;861.429/2015;8;2015-11-27;;*
300.371/2014;815.474/2022;8;2022-10-18;;*
300.371/2019;861.301/2021;8;2021-08-31;;*
300.372/2012;820.829/2016;8;2016-11-23;;*
300.372/2020;830.869/2021;8;2021-05-28;;*
300.373/2014;820.837/2016;8;2016-11-23;;*
300.374/2013;800.266/2015;8;2015-06-01;;*
300.375/2013;850.113/2017;8;2017-02-10;;*
300.375/2014;826.822/2016;8;2016-11-28;;*
300.376/2010;826.007/2015;8;2015-01-14;;*
300.377/2017;871.687/2022;8;2022-10-13;;*
300.378/2010;826.008/2015;8;2015-01-14;;*
300.378/2011;867.317/2013;8;2013-11-07;;*
300.378/2014;820.838/2016;8;2016-11-23;;*
300.378/2019;832.557/2024;8;2024-12-05;;*
300.379/2009;896.370/2014;8;2014-08-05;;*
300.379/2018;832.696/2024;8;2024-12-11;;*
300.380/2009;896.371/2014;8;2014-08-05;;*
300.381/2012;832.007/2018;8;2018-10-31;;*
300.381/2014;840.241/2015;8;2015-09-22;;*
300.382/2012;830.939/2013;8;2013-04-05;;*
300.383/2017;815.389/2022;8;2022-10-13;;*
300.384/2018;806.263/2024;8;2024-11-26;;*
300.386/2012;815.403/2022;8;2022-10-13;;*
300.387/2017;832.377/2022;8;2022-10-18;;*
300.387/2019;820.834/2021;8;2021-12-01;;*
300.388/2009;815.050/2018;8;2018-01-30;;*
300.388/2009;815.051/2018;8;2018-01-30;;*
300.567/2009;826.589/2010;8;2010-10-06;;*
300.567/2013;861.326/2015;8;2015-11-11;;*
300.567/2021;820.746/2024;8;2024-11-27;;*
300.568/2012;890.980/2013;8;2013-12-06;;*
300.568/2017;815.404/2022;8;2022-10-13;;*
300.569/2012;890.979/2013;8;2013-12-06;;*
300.570/2010;848.265/2013;8;2013-09-20;;*
300.570/2012;890.349/2014;8;2014-05-05;;*
300.571/2018;815.209/2021;8;2021-06-08;;*
300.572/2013;832.363/2022;8;2022-10-18;;*
300.574/2014;831.215/2018;8;2018-07-03;;*
300.574/2018;871.933/2024;8;2024-11-19;;*
300.574/2019;851.711/2021;8;2021-12-01;;*
300.575/2019;850.313/2025;8;2025-05-15;;*
300.575/2021;826.707/2024;8;2024-12-10;;*
300.576/2013;832.229/2022;8;2022-10-14;;*
300.576/2014;831.216/2018;8;2018-07-03;;*
300.576/2018;864.496/2021;8;2021-08-23;;*
300.577/2009;832.190/2022;8;2022-10-11;;*
300.577/2013;832.230/2022;8;2022-10-14;;*
300.577/2014;831.217/2018;8;2018-07-03;;*
300.577/2017;871.702/2022;8;2022-10-14;;*
300.578/2013;832.231/2022;8;2022-10-14;;*
300.578/2016;846.320/2024;8;2024-11-14;;*
300.578/2019;846.300/2024;8;2024-11-12;;*
300.579/2013;832.027/2021;8;2021-08-30;;*
300.579/2019;846.348/2024;8;2024-11-24;;*
300.580/2010;860.042/2012;8;2012-01-10;;*
300.580/2019;846.315/2024;8;2024-11-14;;*
300.581/2016;831.194/2018;8;2018-07-02;;*
300.581/2019;810.790/2021;8;2021-08-30;;*
300.583/2009;871.438/2011;8;2011-04-28;;*
300.583/2018;826.705/2024;8;2024-12-10;;*
300.586/2012;848.317/2022;8;2022-10-17;;*
300.586/2021;832.385/2024;8;2024-11-25;;*
300.587/2012;820.706/2016;8;2016-11-07;;*
300.587/2017;831.162/2021;8;2021-06-15;;*
300.587/2020;832.577/2024;8;2024-12-06;;*
300.587/2021;826.673/2024;8;2024-12-07;;*
300.588/2011;830.418/2014;8;2014-02-19;;*
300.588/2012;820.708/2016;8;2016-11-07;;*
300.588/2021;866.988/2024;8;2024-11-27;;*
300.589/2012;864.499/2021;8;2021-08-26;;*
300.589/2013;896.139/2016;8;2016-06-28;;*
300.590/2016;890.166/2022;8;2022-09-26;;*
300.590/2018;826.541/2021;8;2021-08-28;;*
300.591/2012;864.366/2022;8;2022-10-14;;*
300.592/2009;896.385/2014;8;2014-08-06;;*
300.592/2010;826.779/2013;8;2013-09-03;;*
300.592/2011;890.781/2013;8;2013-10-02;;*
300.592/2017;826.714/2024;8;2024-12-11;;*
300.592/2018;826.652/2024;8;2024-12-06;;*
300.592/2023;871.843/2024;8;2024-11-12;;*
300.597/2010;811.627/2014;8;2014-12-16;;*
300.599/2012;815.357/2024;8;2024-11-12;;*
300.599/2012;815.358/2024;8;2024-11-12;;*
300.599/2019;886.120/2021;8;2021-06-14;;*
300.600/2018;832.392/2024;8;2024-11-25;;*
300.601/2012;815.758/2013;8;2013-08-26;;*
300.601/2013;826.033/2014;8;2014-01-15;;*
300.601/2017;864.289/2022;8;2022-09-14;;*
300.601/2019;886.121/2021;8;2021-06-14;;*
300.604/2010;872.285/2013;8;2013-10-02;;*
300.604/2013;826.712/2014;8;2014-09-01;;*
300.604/2013;826.713/2014;8;2014-09-01;;*
300.604/2013;826.714/2014;8;2014-09-01;;*
300.604/2013;826.715/2014;8;2014-09-01;;*
300.604/2013;826.716/2014;8;2014-09-01;;*
300.604/2013;826.717/2014;8;2014-09-01;;*
300.604/2013;826.718/2014;8;2014-09-01;;*
300.604/2013;826.719/2014;8;2014-09-01;;*
300.604/2013;826.720/2014;8;2014-09-01;;*
300.604/2016;820.253/2021;8;2021-06-11;;*
300.605/2013;815.380/2022;8;2022-10-12;;*
300.605/2022;832.690/2024;8;2024-12-11;;*
300.606/2009;815.162/2012;8;2012-04-05;;*
300.606/2010;860.229/2015;8;2015-03-09;;*
300.606/2012;826.034/2014;8;2014-01-15;;*
300.606/2016;832.369/2022;8;2022-10-18;;*
300.607/2014;820.822/2016;8;2016-11-21;;*
300.607/2017;815.425/2022;8;2022-10-14;;*
300.608/2014;820.823/2016;8;2016-11-21;;*
300.608/2017;815.426/2022;8;2022-10-14;;*
300.609/2009;815.142/2013;8;2013-02-20;;*
300.609/2012;864.357/2022;8;2022-10-13;;*
300.609/2013;815.379/2022;8;2022-10-12;;*
300.609/2014;820.821/2016;8;2016-11-21;;*
300.609/2017;820.059/2021;8;2021-02-04;;*
300.610/2014;820.824/2016;8;2016-11-21;;*
300.610/2017;820.524/2022;8;2022-10-18;;*
300.610/2020;832.197/2022;8;2022-10-12;;*
300.611/2014;820.825/2016;8;2016-11-21;;*
300.612/2012;860.721/2014;8;2014-07-04;;*
300.612/2014;820.820/2016;8;2016-11-21;;*
300.612/2017;832.235/2024;8;2024-11-14;;*
300.615/2014;820.819/2016;8;2016-11-21;;*
300.618/2016;867.575/2021;8;2021-11-29;;*
300.618/2020;832.330/2024;8;2024-11-22;;*
300.619/2010;848.260/2013;8;2013-09-19;;*
300.619/2016;867.574/2021;8;2021-11-29;;*
300.620/2010;848.266/2013;8;2013-09-20;;*
300.621/2012;820.522/2017;8;2017-09-14;;*
300.623/2011;868.395/2011;8;2011-11-07;;*
300.624/2010;820.841/2016;8;2016-11-23;;*
300.625/2011;868.396/2011;8;2011-11-07;;*
300.625/2016;820.038/2021;8;2021-02-22;;*
300.626/2009;826.647/2011;8;2011-09-02;;*
300.626/2010;826.119/2012;8;2012-03-02;;*
300.627/2010;826.120/2012;8;2012-03-02;;*
300.627/2011;820.711/2016;8;2016-11-07;;*
300.627/2012;800.998/2012;8;2012-12-17;;*
300.627/2014;831.919/2022;8;2022-09-13;;*
300.628/2009;826.591/2010;8;2010-10-06;;*
300.628/2011;815.372/2022;8;2022-10-11;;*
300.629/2014;831.220/2018;8;2018-07-03;;*
300.629/2017;810.716/2021;8;2021-08-20;;*
300.630/2010;860.041/2012;8;2012-01-10;;*
300.630/2013;832.135/2022;8;2022-10-05;;*
300.630/2018;826.680/2024;8;2024-12-09;;*
300.631/2017;832.274/2022;8;2022-10-15;;*
300.632/2011;815.531/2024;8;2024-12-05;;*
300.633/2011;831.701/2012;8;2012-05-23;;*
300.633/2012;870.096/2015;8;2015-01-20;;*
300.633/2016;848.233/2022;8;2022-09-30;;*
300.634/2011;826.358/2012;8;2012-05-17;;*
300.634/2014;864.042/2015;8;2015-02-19;;*
300.635/2011;826.359/2012;8;2012-05-17;;*
300.635/2014;864.041/2015;8;2015-02-18;;*
300.635/2017;832.276/2022;8;2022-10-15;;*
300.636/2009;826.775/2013;8;2013-09-03;;*
300.636/2009;826.776/2013;8;2013-09-03;;*
300.636/2009;826.777/2013;8;2013-09-03;;*
300.636/2014;864.039/2015;8;2015-02-13;;*
300.636/2017;810.734/2021;8;2021-08-20;;*
300.637/2014;815.526/2024;8;2024-12-05;;*
300.637/2019;851.710/2021;8;2021-12-01;;*
300.638/2021;886.269/2024;8;2024-11-14;;*
300.639/2011;826.360/2012;8;2012-05-17;;*
300.639/2014;840.285/2017;8;2017-09-29;;*
300.639/2014;840.286/2017;8;2017-09-29;;*
300.639/2014;840.287/2017;8;2017-09-29;;*
300.639/2014;840.288/2017;8;2017-10-02;;*
300.639/2014;840.289/2017;8;2017-10-02;;*
300.639/2021;886.272/2024;8;2024-11-19;;*
300.640/2011;826.361/2012;8;2012-05-17;;*
300.640/2017;831.994/2021;8;2021-08-27;;*
300.642/2010;850.341/2011;8;2011-04-14;;*
300.642/2018;820.056/2021;8;2021-02-04;;*
300.644/2018;820.024/2021;8;2021-02-22;;*
300.645/2014;864.040/2015;8;2015-02-13;;*
300.645/2017;832.179/2022;8;2022-10-11;;*
300.646/2014;864.043/2015;8;2015-02-19;;*
300.647/2011;850.740/2017;8;2017-08-31;;*
300.648/2020;851.444/2021;8;2021-08-31;;*
300.650/2010;815.545/2024;8;2024-12-08;;*
300.650/2011;866.263/2017;8;2017-03-28;;*
300.651/2012;860.720/2014;8;2014-07-04;;*
300.652/2012;861.235/2014;8;2014-10-08;;*
300.652/2012;861.236/2014;8;2014-10-08;;*
300.653/2009;861.282/2010;8;2010-09-22;;*
300.654/2019;832.225/2022;8;2022-10-13;;*
300.655/2011;890.050/2012;8;2012-01-18;;*
300.655/2012;815.417/2022;8;2022-10-14;;*
300.655/2014;861.328/2015;8;2015-11-11;;*
300.655/2017;815.384/2024;8;2024-11-18;;*
300.656/2009;871.436/2011;8;2011-04-28;;*
300.656/2020;896.177/2022;8;2022-10-03;;*
300.657/2012;850.254/2016;8;2016-04-22;;*
300.658/2012;850.253/2016;8;2016-04-22;;*
300.658/2017;815.478/2021;8;2021-08-29;;*
300.659/2012;850.252/2016;8;2016-04-22;;*
300.661/2010;873.209/2011;8;2011-08-15;;*
300.661/2011;886.246/2012;8;2012-09-13;;*
300.664/2009;871.434/2011;8;2011-04-28;;*
300.664/2020;831.879/2021;8;2021-08-18;;*
300.664/2022;896.430/2024;8;2024-12-02;;*
300.666/2017;851.440/2021;8;2021-08-31;;*
300.666/2018;832.617/2024;8;2024-12-09;;*
300.666/2019;832.270/2024;8;2024-11-18;;*
300.666/2020;832.673/2024;8;2024-12-11;;*
300.667/2016;800.809/2021;8;2021-12-10;;*
300.667/2018;896.404/2024;8;2024-11-26;;*
300.668/2019;832.670/2024;8;2024-12-11;;*
300.669/2014;831.218/2018;8;2018-07-03;;*
300.669/2018;832.303/2024;8;2024-11-19;;*
300.670/2018;832.306/2024;8;2024-11-19;;*
300.671/2011;820.843/2016;8;2016-11-23;;*
300.671/2018;832.304/2024;8;2024-11-19;;*
300.672/2022;811.045/2024;8;2024-11-25;;*
300.673/2011;820.698/2016;8;2016-11-07;;*
300.675/2011;860.180/2012;8;2012-02-03;;*
300.675/2013;870.134/2015;8;2015-01-22;;*
300.675/2016;811.014/2024;8;2024-11-21;;*
300.677/2012;871.647/2014;8;2014-09-24;;*
300.677/2021;811.082/2024;8;2024-12-04;;*
300.678/2012;815.366/2022;8;2022-10-10;;*
300.678/2018;826.645/2024;8;2024-12-05;;*
300.679/2014;831.219/2018;8;2018-07-03;;*
300.680/2014;831.193/2018;8;2018-07-02;;*
300.681/2009;815.757/2013;8;2013-08-26;;*
300.681/2011;815.192/2012;8;2012-04-17;;*
300.681/2014;831.192/2018;8;2018-07-02;;*
300.681/2017;826.388/2022;8;2022-10-14;;*
300.682/2014;831.213/2018;8;2018-07-03;;*
300.682/2019;832.706/2024;8;2024-12-12;;*
300.683/2009;815.421/2018;8;2018-07-25;;*
300.683/2016;826.520/2021;8;2021-08-24;;*
300.684/2019;832.426/2024;8;2024-11-26;;*
300.685/2011;832.641/2013;8;2013-08-30;;*
300.685/2025;300.691/2025;8;2025-08-21;;*
300.687/2009;815.402/2024;8;2024-11-19;;*
300.687/2016;861.203/2021;8;2021-08-24;;*
300.688/2009;815.465/2021;8;2021-08-20;;*
300.688/2012;832.640/2013;8;2013-08-30;;*
300.689/2022;300.697/2022;8;2022-05-17;;*
300.690/2016;831.995/2021;8;2021-08-27;;*
300.691/2017;815.340/2022;8;2022-09-30;;*
300.692/2016;890.189/2022;8;2022-10-14;;*
300.692/2021;844.138/2024;8;2024-12-11;;*
300.693/2012;831.776/2014;8;2014-06-27;;*
300.693/2018;810.477/2021;8;2021-06-16;;*
300.694/2014;864.007/2016;8;2016-01-13;;*
300.694/2016;826.539/2021;8;2021-08-27;;*
300.695/2009;826.583/2010;8;2010-10-05;;*
300.695/2011;860.200/2012;8;2012-02-03;;*
300.695/2017;832.531/2024;8;2024-12-04;;*
300.696/2011;861.977/2012;8;2012-11-23;;*
300.696/2016;820.592/2021;8;2021-08-25;;*
300.696/2017;832.484/2024;8;2024-12-02;;*
300.697/2011;860.196/2012;8;2012-02-03;;*
300.697/2016;871.691/2022;8;2022-10-14;;*
300.697/2021;832.262/2024;8;2024-11-18;;*
300.699/2010;890.226/2015;8;2015-05-07;;*
300.700/2011;831.239/2018;8;2018-07-04;;*
300.702/2011;860.186/2012;8;2012-02-03;;*
300.702/2013;832.270/2022;8;2022-10-14;;*
300.703/2010;866.050/2013;8;2013-01-14;;*
300.703/2011;862.155/2012;8;2012-12-20;;*
300.704/2010;866.051/2013;8;2013-01-14;;*
300.705/2010;866.052/2013;8;2013-01-14;;*
300.705/2014;861.411/2015;8;2015-11-27;;*
300.705/2016;826.558/2021;8;2021-08-31;;*
300.705/2017;820.515/2022;8;2022-10-17;;*
300.910/2010;890.850/2013;8;2013-10-23;;*
300.910/2011;826.064/2013;8;2013-01-30;;*
300.910/2011;826.113/1997;8;2011-09-20;;*
300.911/2009;861.469/2010;8;2010-10-26;;*
300.911/2011;848.270/2013;8;2013-09-23;;*
300.912/2019;820.825/2024;8;2024-12-10;;*
300.913/2017;861.318/2021;8;2021-08-31;;*
300.913/2021;826.710/2024;8;2024-12-11;;*
300.914/2009;860.910/2012;8;2012-05-09;;*
300.915/2009;861.475/2010;8;2010-10-26;;*
300.915/2017;896.255/2021;8;2021-08-30;;*
300.916/2013;860.440/2017;8;2017-06-06;;*
300.916/2013;860.441/2017;8;2017-06-06;;*
300.917/2009;861.465/2010;8;2010-10-26;;*
300.917/2011;886.254/2004;1;2011-11-17;;*
300.917/2011;886.254/2004;8;2011-09-26;;*
300.917/2017;871.884/2024;8;2024-11-12;;*
300.918/2009;861.471/2010;8;2010-10-26;;*
300.918/2010;815.152/2013;8;2013-02-22;;*
300.918/2011;886.245/2012;8;2012-09-13;;*
300.918/2011;886.254/2004;8;2011-09-26;;*
300.918/2017;871.962/2024;8;2024-11-22;;*
300.919/2009;861.474/2010;8;2010-10-26;;*
300.919/2016;820.203/2021;8;2021-05-26;;*
300.920/2013;820.614/2024;8;2024-10-30;;*
300.921/2009;861.480/2010;8;2010-10-26;;*
300.921/2011;846.443/2012;8;2012-09-27;;*
300.921/2013;868.208/2022;8;2022-10-18;;*
300.921/2014;864.151/2022;8;2022-05-30;;*
300.921/2019;803.395/2024;8;2024-12-04;;*
300.922/2009;861.513/2010;8;2010-10-27;;*
300.922/2013;868.207/2022;8;2022-10-18;;*
300.922/2014;826.739/2021;8;2021-12-08;;*
300.923/2020;826.683/2024;8;2024-12-09;;*
300.924/2013;831.602/2018;8;2018-09-06;;*
300.926/2016;820.325/2021;8;2021-06-16;;*
300.926/2016;820.351/2021;8;2021-06-18;;*
300.926/2016;820.352/2021;8;2021-06-18;;*
300.927/2011;820.709/2016;8;2016-11-07;;*
300.927/2019;820.708/2024;8;2024-11-19;;*
300.927/2020;832.265/2022;8;2022-10-14;;*
300.931/2009;871.264/2011;8;2011-04-08;;*
300.931/2011;832.636/2013;8;2013-08-30;;*
300.931/2013;831.621/2018;8;2018-09-06;;*
300.932/2011;872.286/2013;8;2013-10-02;;*
300.932/2019;815.546/2024;8;2024-12-09;;*
300.932/2019;815.547/2024;8;2024-12-09;;*
300.933/2011;870.294/2005;8;2011-09-28;;*
300.934/2011;870.481/2002;8;2011-09-28;;*
300.935/2011;832.635/2013;8;2013-08-30;;*
300.936/2011;871.965/2005;8;2011-09-28;;*
300.937/2010;833.233/2012;8;2012-10-10;;*
300.937/2011;871.965/2005;8;2011-09-28;;*
300.937/2016;861.279/2021;8;2021-08-30;;*
300.938/2011;871.477/1989;8;2011-09-28;;*
300.938/2017;848.228/2021;8;2021-08-31;;*
300.939/2011;871.478/1989;8;2011-09-28;;*
300.939/2019;811.124/2024;8;2024-12-09;;*
300.941/2010;815.312/2014;8;2014-06-03;;*
300.941/2016;896.257/2024;8;2024-10-31;;*
300.943/2009;871.435/2011;8;2011-04-28;;*
300.943/2012;811.514/2013;8;2013-12-17;;*
300.943/2013;820.692/2016;8;2016-11-07;;*
300.943/2017;861.071/2021;8;2021-08-05;;*
300.944/2011;870.294/2005;8;2011-09-28;;*
300.945/2009;873.207/2011;8;2011-08-15;;*
300.945/2019;832.695/2024;8;2024-12-11;;*
300.946/2017;861.245/2021;8;2021-08-27;;*
300.947/2011;860.194/2012;8;2012-02-03;;*
300.949/2016;867.228/2021;8;2021-08-30;;*
300.951/2016;815.563/2024;8;2024-12-10;;*
300.952/2011;830.646/2023;8;2023-03-08;;*
300.953/2012;826.936/2013;8;2013-10-22;;*
300.953/2012;826.937/2013;8;2013-10-22;;*
300.953/2012;826.938/2013;8;2013-10-22;;*
300.953/2012;826.943/2013;8;2013-10-23;;*
300.954/2022;867.104/2024;8;2024-12-05;;*
300.955/2012;820.707/2016;8;2016-11-07;;*
300.957/2010;890.780/2013;8;2013-10-02;;*
300.961/2019;896.011/2020;1;2020-05-13;;*
300.961/2019;896.153/2015;99;2019-11-13;;*
300.961/2019;896.243/2010;1;2019-11-13;;*
300.961/2019;896.466/1999;1;2019-11-13;;*
300.963/2011;815.442/2024;8;2024-11-26;;*
300.963/2012;815.452/2014;8;2014-08-04;;*
300.964/2019;820.620/2021;8;2021-08-27;;*
300.966/2012;820.439/2018;8;2018-07-26;;*
300.967/2013;826.997/2014;8;2014-12-09;;*
300.967/2016;832.078/2024;8;2024-10-31;;*
300.969/2019;820.820/2021;8;2021-11-26;;*
300.971/2010;850.256/2016;8;2016-04-22;;*
300.973/2011;826.216/2014;8;2014-03-18;;*
300.973/2020;861.684/2024;8;2024-12-04;;*
300.975/2009;815.538/2024;8;2024-12-06;;*
300.976/2016;846.347/2024;8;2024-11-22;;*
300.977/2013;868.126/2016;8;2016-03-15;;*
300.978/2013;868.125/2016;8;2016-03-15;;*
300.978/2016;832.609/2024;8;2024-12-09;;*
300.979/2013;867.234/2021;8;2021-08-30;;*
300.979/2019;832.031/2022;8;2022-09-23;;*
300.980/2011;870.669/2003;8;2011-10-03;;*
300.980/2011;871.439/2012;8;2012-06-13;;*
300.980/2012;860.736/2014;8;2014-07-04;;*
300.981/2010;873.208/2011;8;2011-08-15;;*
300.983/2010;850.306/2011;8;2011-04-04;;*
300.989/2012;831.306/2014;8;2014-05-19;;*
300.989/2020;832.250/2024;8;2024-11-17;;*
300.992/2009;815.015/2021;8;2021-02-22;;*
300.993/2009;815.482/2024;8;2024-11-28;;*
300.993/2019;871.965/2024;8;2024-11-22;;*
300.994/2009;815.431/2014;8;2014-07-29;;*
300.994/2011;826.446/2014;8;2014-06-10;;*
300.994/2013;815.483/2024;8;2024-11-28;;*
300.994/2019;871.837/2021;8;2021-08-31;;*
300.996/2009;815.598/2021;8;2021-11-29;;*
300.998/2012;820.702/2016;8;2016-11-07;;*
301.000/2012;815.595/2021;8;2021-11-28;;*
301.003/2009;820.693/2016;8;2016-11-07;;*
301.006/2010;810.721/2021;8;2021-08-20;;*
301.006/2020;832.216/2024;8;2024-11-14;;*
301.008/2010;815.590/2016;8;2016-08-05;;*
301.009/2020;832.483/2024;8;2024-12-02;;*
301.010/2011;870.685/1987;8;2011-10-06;;*
301.011/2010;800.810/2011;8;2011-09-19;;*
301.011/2012;820.700/2016;8;2016-11-07;;*
301.011/2013;831.037/2019;8;2019-08-26;;*
301.012/2020;300.342/2025;8;2025-05-20;;*
301.012/2020;300.343/2025;8;2025-05-20;;*
301.012/2020;300.344/2025;8;2025-05-20;;*
301.012/2020;300.345/2025;8;2025-05-20;;*
301.013/2012;871.638/2014;8;2014-09-24;;*
301.013/2019;848.311/2022;8;2022-10-17;;*
301.015/2012;861.270/2021;8;2021-08-30;;*
301.016/2010;815.582/2016;8;2016-08-04;;*
301.018/2009;826.584/2010;8;2010-10-06;;*
301.019/2012;872.645/2016;8;2016-11-25;;*
301.020/2011;870.138/2001;8;2011-10-11;;*
301.021/2010;826.068/2013;8;2013-01-30;;*
301.022/2013;820.311/2018;8;2018-05-14;;*
301.022/2022;832.686/2024;8;2024-12-11;;*
301.027/2009;832.247/2017;8;2017-12-29;;*
301.031/2010;860.805/2002;8;2010-10-22;;*
301.031/2010;861.164/2015;8;2015-10-08;;*
301.032/2011;870.640/2002;8;2011-10-11;;*
301.035/2011;870.839/2001;8;2011-10-13;;*
301.036/2013;846.235/2015;8;2015-09-23;;*
301.036/2020;832.088/2024;8;2024-11-01;;*
301.038/2016;848.263/2024;8;2024-11-13;;*
301.041/2019;848.252/2024;8;2024-11-12;;*
301.046/2016;860.091/2021;8;2021-01-29;;*
301.047/2013;831.378/2022;8;2022-07-11;;*
301.048/2013;831.376/2022;8;2022-07-11;;*
301.049/2013;832.584/2022;8;2022-11-08;;*
301.051/2013;860.822/2016;8;2016-07-29;;*
301.051/2016;815.501/2024;8;2024-12-02;;*
301.053/2011;860.402/2001;8;2011-10-19;;*
301.054/2011;864.005/2016;8;2016-01-12;;*
301.055/2011;830.868/2013;8;2013-03-26;;*
301.056/2011;832.634/2013;8;2013-08-30;;*
301.057/2016;832.558/2024;8;2024-12-05;;*
301.059/2009;846.204/2014;8;2014-08-20;;*
301.063/2009;846.357/2012;8;2012-07-16;;*
301.063/2019;826.499/2024;8;2024-11-12;;*
301.064/2010;861.351/2012;8;2012-07-03;;*
301.064/2016;861.156/2021;8;2021-08-20;;*
301.065/2010;861.352/2012;8;2012-07-03;;*
301.065/2016;861.158/2021;8;2021-08-20;;*
301.068/2011;832.633/2013;8;2013-08-30;;*
301.068/2012;896.353/2014;8;2014-08-01;;*
301.070/2021;832.576/2024;8;2024-12-06;;*
301.071/2019;861.353/2021;8;2021-08-31;;*
301.072/2020;832.459/2024;8;2024-11-27;;*
301.075/2009;848.630/2011;8;2011-09-15;;*
301.075/2010;896.386/2014;8;2014-08-06;;*
301.076/2012;831.101/2016;8;2016-05-13;;*
301.076/2016;826.502/2021;8;2021-08-18;;*
301.076/2019;831.165/2021;8;2021-06-15;;*
301.084/2009;861.478/2010;8;2010-10-26;;*
301.084/2010;826.123/2012;8;2012-03-02;;*
301.084/2012;890.017/2021;8;2021-02-01;;*
301.085/2010;866.862/2011;8;2011-09-20;;*
301.085/2012;861.021/2015;8;2015-09-14;;*
301.087/2009;861.472/2010;8;2010-10-26;;*
301.089/2011;815.362/2024;8;2024-11-12;;*
301.089/2013;860.516/2018;8;2018-07-12;;*
301.089/2013;860.517/2018;8;2018-07-12;;*
301.089/2013;860.518/2018;8;2018-07-12;;*
302.166/2015;866.247/2017;8;2017-03-22;;*
302.173/2015;896.144/2016;8;2016-06-29;;*
302.196/2015;820.833/2016;8;2016-11-23;;*
302.215/2015;800.420/2016;8;2016-07-27;;*
302.216/2015;890.090/2017;8;2017-03-10;;*
302.230/2015;861.418/2015;8;2015-11-27;;*
302.231/2015;861.417/2015;8;2015-11-27;;*
302.232/2015;861.416/2015;8;2015-11-27;;*
302.233/2015;861.415/2015;8;2015-11-27;;*
302.235/2015;861.414/2015;8;2015-11-27;;*
302.237/2015;861.413/2015;8;2015-11-27;;*
302.238/2015;861.412/2015;8;2015-11-27;;*
302.239/2015;815.375/2024;8;2024-11-14;;*
302.248/2015;815.509/2024;8;2024-12-02;;*
302.257/2015;866.266/2017;8;2017-03-28;;*
302.261/2015;831.197/2018;8;2018-07-02;;*
302.265/2015;831.200/2018;8;2018-07-02;;*
302.271/2015;832.291/2022;8;2022-10-17;;*
302.274/2015;810.724/2021;8;2021-08-20;;*
302.277/2015;831.225/2018;8;2018-07-03;;*
302.287/2015;848.229/2022;8;2022-09-29;;*
302.288/2015;810.723/2021;8;2021-08-20;;*
302.289/2015;872.338/2021;8;2021-11-30;;*
302.300/2015;896.160/2022;8;2022-09-21;;*
302.300/2015;896.161/2022;8;2022-09-21;;*
302.301/2015;846.181/2022;8;2022-09-14;;*
302.307/2015;826.107/2017;8;2017-02-09;;*
302.336/2015;840.168/2018;8;2018-05-15;;*
302.336/2015;840.169/2018;8;2018-05-15;;*
302.336/2015;840.170/2018;8;2018-05-15;;*
302.336/2015;840.171/2018;8;2018-05-15;;*
302.336/2015;840.172/2018;8;2018-05-15;;*
